W	-0.5216041	1.31541	-4.370925	-0.566431	0.1174918	-4.667029	-0.7147921	-0.7217423	-4.165292	-0.03127158	-0.4727505	-3.917976	-0.9554212	-1.634047	-4.406195	-0.2147859	-1.368496	-4.037719	-0.9561989	-2.801191	-4.399291	-0.1105022	-2.238715	-3.271152	
W	-0.5757353	1.360809	-4.526064	-0.5955716	0.1541924	-4.757962	-0.6798564	-0.6588154	-4.201204	-0.04913884	-0.3322328	-4.040473	-0.9449856	-1.631975	-4.50704	-0.2202032	-1.35826	-4.132047	-0.9453744	-2.80012	-4.503587	-0.1103758	-2.247703	-3.385473	
W	-0.622748	1.398381	-4.681633	-0.6179045	0.185285	-4.848874	-0.698703	-0.5978319	-4.250321	-0.04230624	-0.1505745	-4.130548	-0.9347242	-1.628669	-4.611691	-0.2250931	-1.387328	-4.25946	-0.9349187	-2.797315	-4.609965	-0.1148544	-2.330216	-3.58535	
W	-0.6509366	1.43501	-4.789418	-0.6335693	0.2179558	-4.924253	-0.6628808	-0.547879	-4.29919	-0.03601599	-0.02126403	-4.190226	-0.9383592	-1.611645	-4.681432	-0.2408359	-1.403861	-4.324323	-0.9384565	-2.780541	-4.680569	-0.1857165	-2.459878	-3.987268	
W	-0.6717961	1.435369	-4.90931	-0.6484657	0.2195822	-5.004955	-0.6885296	-0.5267885	-4.357351	-0.03956014	0.0875393	-4.223136	-0.9561293	-1.59117	-4.753815	-0.2438121	-1.445712	-4.519871	-0.9561778	-2.760191	-4.753383	-0.2162524	-2.558294	-4.351344	
W	-0.6794663	1.444297	-5.023256	-0.6627336	0.2261915	-5.082891	-0.7486194	-0.4999727	-4.417027	-0.04104698	0.1353969	-4.234171	-0.9823549	-1.583769	-4.779614	-0.2879339	-1.51828	-4.797758	-0.9823793	-2.752853	-4.779399	-0.2741541	-2.659144	-4.713494	
W	-0.6785346	1.44628	-5.107229	-0.6861569	0.225963	-5.145792	-0.8232366	-0.4863391	-4.473557	-0.04127508	0.123607	-4.244718	-0.9945053	-1.554056	-4.770989	-0.3308004	-1.55277	-5.014383	-0.9945175	-2.723171	-4.770882	-0.3239105	-2.707775	-4.972251	
W	-0.6718524	1.424631	-5.192716	-0.693269	0.2036309	-5.233257	-0.8973398	-0.5073918	-4.576852	-0.0553962	0.054102	-4.291185	-1.03283	-1.49633	-4.704281	-0.3722489	-1.567149	-5.232932	-1.032836	-2.665461	-4.704227	-0.368804	-2.729225	-5.211866	
W	-0.671349	1.421991	-5.278959	-0.7018859	0.2010622	-5.330819	-0.92915	-0.514502	-4.687092	-0.07045007	-0.03546205	-4.388435	-1.057688	-1.438913	-4.675025	-0.3991433	-1.60152	-5.366061	-1.057691	-2.608052	-4.674998	-0.3974208	-2.767131	-5.355528	
W	-0.6708589	1.426691	-5.329581	-0.7058437	0.2088259	-5.3962	-0.9275154	-0.5137742	-4.75841	-0.08663398	-0.08638532	-4.494185	-1.0688	-1.367521	-4.673974	-0.4085264	-1.61789	-5.413142	-1.068802	-2.536663	-4.67396	-0.4076652	-2.785269	-5.407875	
