L	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	
L	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	
L	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	
L	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	
L	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	
L	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	
L	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	
L	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	
L	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	
L	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	
L	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	
L	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	
L	-0.04381035	3.231224	-4.564801	-0.1736382	2.067007	-4.620051	-1.270066	3.001042	-4.277376	0.9601456	3.064341	-4.824458	-0.4507032	0.4678111	-4.436613	0.1901215	0.4769698	-4.439254	0.3236513	-0.09742665	-4.107871	-0.3188739	-0.3993771	-4.427898	
L	0.05976139	3.234417	-4.596819	-0.03332843	2.062367	-4.58873	-1.361354	2.799629	-4.264221	1.168107	3.045863	-4.761991	-0.3992095	0.6133124	-4.446344	0.2697443	0.4589614	-4.466217	-0.007334473	0.5292003	-4.284792	-0.4066568	0.374341	-5.373781	
L	0.0223773	3.227373	-4.603764	-0.1389195	2.065928	-4.535972	-1.003936	1.2643	-3.972534	1.021192	2.795491	-4.616062	-0.4109013	0.5426766	-4.409052	0.253064	0.5872684	-4.289428	0.02216239	0.4110473	-4.321249	-0.02110448	0.3515425	-4.633737	
L	0.1162757	3.21686	-4.578201	-0.004008743	2.049145	-4.501725	-0.676704	1.198754	-4.516523	0.7395155	2.650357	-4.092272	-0.421437	0.5707629	-4.255919	0.3085368	0.5815233	-4.315348	-0.250507	0.4766878	-5.072199	-0.4044274	0.5451312	-4.212189	
L	0.1064916	3.194955	-4.640598	-0.07490936	2.06883	-4.536466	-0.6601226	1.325094	-3.82269	0.2487085	2.769708	-4.397516	-0.3555817	0.6034592	-4.336181	0.4151209	0.6759055	-4.208104	-0.1670806	0.3241551	-4.915568	-0.2060341	0.4081349	-4.532413	
L	0.1361364	3.200853	-4.71584	0.0177709	2.023338	-4.577292	-0.6166829	1.116413	-4.832229	0.2821594	2.791572	-4.422441	-0.4512955	0.545815	-4.27253	0.3679852	0.6807334	-4.394122	0.1205318	0.4610696	-4.699565	0.005260209	0.1844718	-4.716244	
L	0.07895863	3.177634	-4.833935	-0.07342336	2.076115	-4.615026	-0.8073488	1.319744	-3.955245	0.1595883	2.824318	-4.561944	-0.3410537	0.4797611	-4.606129	0.346459	0.6391408	-4.294871	-0.0638866	-0.07634807	-5.123418	0.1133056	0.2708092	-4.467684	
L	0.1298122	3.174761	-4.831231	0.01836661	1.991162	-4.687239	-0.5827705	1.066194	-4.91665	0.2843002	2.689538	-4.53072	-0.3533488	0.6481839	-4.384432	0.3070985	0.4973458	-4.45818	-0.09242953	0.03596652	-5.293596	-0.1280417	0.3562334	-5.076774	
