-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	
-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	
-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	
-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	
-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	
-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	
-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	
-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	
-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	-2.625418	3.816264	8.104441	
-0.2213481	3.213151	-4.79318	-0.251734	2.041424	-4.663078	-1.472529	2.967664	-4.461129	0.9419738	3.133889	-4.880016	-0.5987586	0.6080756	-3.990777	0.03558695	0.5484416	-4.508994	-0.2023207	0.2880527	-4.562281	-0.1676767	0.1717826	-5.063832	
-0.225856	3.223402	-4.812092	-0.2285944	2.042289	-4.616816	-1.458344	2.926137	-4.553414	1.063152	3.058211	-4.685551	-0.5540164	0.6345359	-4.116681	0.07645883	0.5052969	-4.433719	-0.3369108	0.5766873	-4.237584	-0.328229	-0.3371325	-4.798567	
-0.240309	3.197948	-4.808252	-0.2733026	1.950849	-4.616879	-1.504166	1.56637	-4.072432	1.42482	2.116896	-4.50887	-0.6612272	0.7187165	-4.502081	0.04627368	0.5010227	-4.318474	0.1916982	0.3599277	-4.222955	-0.4952981	-0.1932211	-4.789023	
-0.2392555	3.219652	-4.775738	-0.3311428	2.061306	-4.584407	-1.140124	1.376563	-3.977864	0.6094951	1.164821	-4.536309	-0.6423391	0.6076479	-4.450781	0.04643375	0.7055577	-3.948344	-0.09906089	0.3328105	-4.519394	0.06138304	0.1487801	-4.786858	
-0.1316405	3.205478	-4.875857	-0.2645477	2.042114	-4.645067	-1.062927	1.400192	-3.914416	0.5302655	1.132245	-4.757154	-0.5479637	0.5457895	-4.467877	0.3020499	0.6670761	-4.128128	-0.3952607	0.1401067	-4.88939	0.123109	0.4267337	-4.604217	
0.005195007	3.194828	-5.112026	-0.0453752	2.007365	-4.947638	-0.9361222	1.171998	-4.480394	0.8310931	1.074626	-4.923969	-0.3755	0.4415101	-4.566984	0.3099331	0.4055988	-4.741134	-0.1552473	0.03695965	-5.495333	0.0530108	0.1988078	-4.875127	
0.1443896	3.195937	-5.061919	0.1035462	2.047263	-4.839437	-0.6322821	1.132604	-5.05321	1.08768	1.349713	-4.488923	-0.3166748	0.643591	-4.396656	0.3563025	0.4854522	-4.595545	-0.05158678	0.2153815	-5.040577	0.3203396	0.09433937	-5.111104	
0.5836887	3.022045	-4.105767	0.2723981	1.971146	-4.414968	-0.4119394	1.195632	-4.624349	0.9752108	1.113209	-4.39298	-0.1683398	0.6634302	-4.41308	0.5137242	0.7315736	-4.402657	-0.1951756	0.6119722	-4.343166	0.3359949	0.2297481	-5.030791	
0.8552728	2.811028	-3.614389	0.4516887	1.920048	-4.107257	0.8720154	2.85652	-3.390362	1.06881	2.429747	-3.438973	0.09615377	1.009851	-4.003894	0.5981784	0.8313434	-4.372324	0.04958069	0.3034525	-4.426917	0.2880116	0.1281937	-5.012545	
1.006122	2.763662	-3.444698	0.5515771	1.948953	-4.054803	1.029162	2.035873	-3.579874	0.3715299	1.607343	-3.695413	0.06247556	0.9505867	-4.098604	0.7925739	1.015427	-4.246433	0.3172166	0.4626976	-4.221801	0.2572263	0.616122	-4.485955	
