W	-0.03313668	2.414985	-8.178689	-0.03005697	1.265667	-8.250069	-0.1490388	1.594743	-7.743698	0.4748671	1.515633	-8.128886	-0.250983	-0.4568942	-8.099728	0.1732281	-0.4975966	-8.37003	-0.1564874	-1.561115	-8.073435	-0.8281848	-0.9299268	-8.24819	
W	-0.02947465	2.430658	-8.159833	-0.03751807	1.274666	-8.239228	-0.1483279	1.593207	-7.748736	0.4324318	1.496342	-8.006797	-0.3333036	-0.4398161	-8.183122	0.1282367	-0.4930296	-8.351437	-0.2826859	-1.546947	-8.165598	-0.8900738	-0.8899602	-8.451798	
W	-0.02165628	2.43875	-8.187905	-0.03290341	1.278065	-8.238544	-0.1846097	1.584425	-7.743402	0.4067286	1.588879	-7.824227	-0.3360825	-0.4335201	-8.117512	0.1074038	-0.4926897	-8.33631	-0.2916795	-1.54121	-8.083048	-0.9187653	-0.881857	-8.32591	
W	-0.01794863	2.444311	-8.197441	-0.02264957	1.283039	-8.24863	-0.1807807	1.586494	-7.725803	0.4077134	1.654458	-7.652252	-0.3031018	-0.4321625	-8.101677	0.1266673	-0.4865125	-8.354489	-0.2464795	-1.53976	-8.068566	-0.8921852	-0.885186	-8.267417	
W	-0.01010847	2.451922	-8.169209	-0.01651071	1.289192	-8.250386	-0.1967007	1.580406	-7.741527	0.4172819	1.697365	-7.568539	-0.298385	-0.4292682	-8.13794	0.1289357	-0.4773023	-8.402565	-0.2426708	-1.537331	-8.13229	-0.8882274	-0.8775786	-8.30387	
W	-0.0086365	2.454318	-8.156593	-0.0151294	1.291261	-8.258822	-0.20515	1.571765	-7.737537	0.4374567	1.729665	-7.560903	-0.2948533	-0.4295775	-8.170498	0.1306504	-0.4722954	-8.441666	-0.2378443	-1.537671	-8.1833	-0.8847901	-0.8755649	-8.337567	
W	-0.006555407	2.464797	-8.178785	-0.008583448	1.300356	-8.262605	-0.2148196	1.565841	-7.744792	0.4331737	1.733335	-7.544547	-0.2770354	-0.4207207	-8.144991	0.1447095	-0.4647939	-8.422485	-0.2135396	-1.528643	-8.142693	-0.8666008	-0.8722655	-8.296783	
W	-0.004414404	2.475933	-8.159882	-0.008643241	1.3085	-8.261894	-0.19849	1.572822	-7.733113	0.4087697	1.726767	-7.51446	-0.2934673	-0.4121195	-8.187548	0.1451813	-0.4553261	-8.435299	-0.2363596	-1.52046	-8.196374	-0.8747646	-0.8576286	-8.385847	
W	-0.001935866	2.453235	-8.09343	-0.02079994	1.292793	-8.247706	-0.2056095	1.583936	-7.751008	0.3669026	1.723041	-7.503405	-0.3500324	-0.4177315	-8.280496	0.1048036	-0.4657016	-8.485899	-0.3180494	-1.524644	-8.335333	-0.9249282	-0.8398499	-8.551072	
W	-0.0001620986	2.457339	-8.118703	-0.02857274	1.29494	-8.244319	-0.2096263	1.580786	-7.744527	0.2889351	1.72003	-7.495127	-0.3682089	-0.4152205	-8.226384	0.08121781	-0.4689717	-8.447731	-0.3436316	-1.52365	-8.256893	-0.9517388	-0.8392775	-8.469096	
W	-0.0003825892	2.474436	-8.13134	-0.02937067	1.30991	-8.245218	-0.211198	1.574042	-7.751142	0.2171902	1.709454	-7.511671	-0.3737813	-0.4005123	-8.212411	0.08202852	-0.4565157	-8.424508	-0.3510836	-1.509677	-8.228428	-0.950805	-0.8258992	-8.461834	
W	-0.002648646	2.473548	-8.140659	-0.03168536	1.310066	-8.243575	-0.188375	1.578371	-7.727484	0.1606117	1.686993	-7.499835	-0.3792187	-0.400247	-8.200294	0.07962763	-0.4578518	-8.407558	-0.3579328	-1.509787	-8.207051	-0.953171	-0.8264998	-8.45237	
W	-0.002003608	2.472523	-8.112318	-0.03040247	1.309876	-8.239854	-0.204778	1.58618	-7.73115	0.1772373	1.676813	-7.498643	-0.3638536	-0.4037936	-8.207364	0.08280431	-0.4539046	-8.442528	-0.3362957	-1.512789	-8.235782	-0.9483022	-0.829792	-8.432015	
W	-0.001678066	2.491216	-8.123648	-0.01357591	1.325467	-8.241488	-0.2025813	1.587998	-7.703464	0.2558757	1.694489	-7.504815	-0.3160231	-0.3932391	-8.187572	0.1235229	-0.4375221	-8.436137	-0.2699614	-1.501788	-8.209799	-0.9001429	-0.8307649	-8.390849	
W	-0.005035667	2.496894	-8.132313	-0.02384361	1.329969	-8.244807	-0.2090633	1.594986	-7.721903	0.3071733	1.679511	-7.496408	-0.3435009	-0.3860424	-8.19717	0.1060567	-0.4349644	-8.426328	-0.3063258	-1.495165	-8.212946	-0.9220207	-0.8191941	-8.423748	
W	-0.01429769	2.495474	-8.106645	-0.02301415	1.327904	-8.240884	-0.203807	1.586493	-7.71235	0.2760593	1.671532	-7.501846	-0.3270321	-0.3914213	-8.216866	0.1220388	-0.4328861	-8.449195	-0.2797779	-1.499755	-8.249099	-0.9024756	-0.826522	-8.447383	
W	-0.01827794	2.503279	-8.122311	-0.02420179	1.334565	-8.225624	-0.2036957	1.587011	-7.697184	0.2802429	1.66914	-7.499907	-0.3351338	-0.3829981	-8.176044	0.1253516	-0.4309448	-8.385074	-0.2904655	-1.491676	-8.179764	-0.8992528	-0.822399	-8.424212	
W	-0.02286801	2.505759	-8.133144	-0.02540132	1.337604	-8.225812	-0.2004138	1.588302	-7.678164	0.3081996	1.669284	-7.504966	-0.3318339	-0.3804476	-8.161971	0.1272603	-0.4286673	-8.37344	-0.2842609	-1.489229	-8.157916	-0.8966568	-0.8226755	-8.403996	
W	-0.02452566	2.499561	-8.108561	-0.02193136	1.329311	-8.22497	-0.2076519	1.584132	-7.676238	0.2678156	1.663808	-7.494737	-0.3236033	-0.3903028	-8.196373	0.1358201	-0.4331867	-8.408085	-0.2727928	-1.498712	-8.214648	-0.8869601	-0.8292691	-8.44836	
W	-0.02611527	2.492478	-8.097769	-0.01672963	1.321009	-8.220344	-0.2213425	1.577692	-7.697895	0.2757698	1.657885	-7.572321	-0.3079163	-0.4007418	-8.202079	0.1518349	-0.4393823	-8.413795	-0.2502795	-1.508837	-8.226866	-0.8684962	-0.8414185	-8.457085	
W	-0.02373056	2.501363	-8.120873	-0.01272726	1.329435	-8.219241	-0.1856117	1.593461	-7.645832	0.2957756	1.665011	-7.565947	-0.3074838	-0.3912868	-8.177297	0.1570041	-0.4343045	-8.378082	-0.2514286	-1.499652	-8.18141	-0.8628206	-0.8356587	-8.436859	
W	-0.02819766	2.505379	-8.130925	-0.02432372	1.333397	-8.221624	-0.1615437	1.615808	-7.604522	0.3664368	1.664255	-7.562836	-0.3268534	-0.3855157	-8.1622	0.1360795	-0.4325174	-8.365266	-0.2759521	-1.49422	-8.156453	-0.8859677	-0.8294668	-8.414592	
W	-0.02710726	2.502394	-8.105951	-0.02743308	1.333285	-8.224716	-0.1706112	1.603903	-7.636612	0.3304448	1.690245	-7.624564	-0.3274235	-0.3866929	-8.188304	0.1278894	-0.4292436	-8.409603	-0.2764454	-1.495099	-8.206659	-0.8951858	-0.8261782	-8.428111	
W	-0.02898548	2.508251	-8.121964	-0.01803967	1.337004	-8.229114	-0.1547775	1.604962	-7.663864	0.3827086	1.660696	-7.725781	-0.2889389	-0.386428	-8.160807	0.1530185	-0.4249312	-8.405577	-0.2221808	-1.49414	-8.171912	-0.8635461	-0.8365928	-8.364179	
W	-0.02507013	2.506855	-8.131471	-0.01095178	1.335972	-8.231547	-0.1579321	1.594568	-7.680501	0.4121396	1.662828	-7.665847	-0.2690829	-0.3887216	-8.143722	0.165994	-0.426074	-8.400958	-0.1956451	-1.496178	-8.149157	-0.8463975	-0.8435694	-8.32786	
W	-0.0235726	2.505085	-8.136224	-0.004275635	1.334321	-8.231009	-0.173574	1.587102	-7.678236	0.3940406	1.625577	-7.643686	-0.2543691	-0.3912363	-8.133416	0.1794531	-0.4276745	-8.393587	-0.1760157	-1.498446	-8.134175	-0.8305622	-0.8493314	-8.311996	
W	-0.02665231	2.498775	-8.141601	-3.43736E-05	1.328474	-8.2318	-0.181211	1.584888	-7.683849	0.321447	1.643522	-7.575808	-0.2441663	-0.3979374	-8.131838	0.1913209	-0.433122	-8.389838	-0.1615767	-1.504885	-8.129843	-0.8174778	-0.8585079	-8.312672	
W	-0.02310259	2.504963	-8.144289	0.0002748269	1.334342	-8.225642	-0.2147248	1.577526	-7.692584	0.2781159	1.649371	-7.510956	-0.2511576	-0.3903898	-8.114849	0.1851365	-0.4290216	-8.371204	-0.1730033	-1.497618	-8.105112	-0.8255987	-0.8498803	-8.294557	
W	-0.02146252	2.502653	-8.145633	-0.00202289	1.332326	-8.227497	-0.2083865	1.581784	-7.666337	0.2519851	1.654361	-7.514586	-0.2622243	-0.3914824	-8.122172	0.1776055	-0.4316553	-8.37213	-0.1888303	-1.499061	-8.112431	-0.8358877	-0.8483596	-8.310718	
W	-0.02271093	2.495772	-8.113305	-0.003956865	1.32649	-8.232041	-0.2021673	1.597175	-7.672545	0.2627645	1.655026	-7.481406	-0.2532415	-0.4003617	-8.161429	0.176612	-0.4321692	-8.430351	-0.1756708	-1.507016	-8.18391	-0.8317011	-0.855565	-8.337492	
